timestamp,open,high,low,close,volume,barcount,upper_band,middle_band,lower_band,signal,position
2024-11-21 16:30:00,419.5,419.78,417.25,417.5,7204,2678,,,,0,0
2024-11-21 16:35:00,417.45,417.45,413.64,414.81,3115,1954,,,,0,0
2024-11-21 16:40:00,414.78,415.57,414.01,414.84,2345,1464,,,,0,0
2024-11-21 16:45:00,414.94,415.94,414.52,415.65,1511,956,,,,0,0
2024-11-21 16:50:00,415.67,416.38,414.89,415.33,1472,914,,,,0,0
2024-11-21 16:55:00,415.36,415.44,413.8,414.05,1334,743,,,,0,0
2024-11-21 17:00:00,413.97,414.03,412.48,412.63,1834,1047,,,,0,0
2024-11-21 17:05:00,412.61,413.1,412.1,412.41,1334,753,,,,0,0
2024-11-21 17:10:00,412.37,413.76,412.14,413.55,1702,836,,,,0,0
2024-11-21 17:15:00,413.6,414.3,413.46,413.91,1374,662,,,,0,0
2024-11-21 17:20:00,413.89,414.0,411.89,412.18,2034,1069,,,,0,0
2024-11-21 17:25:00,412.26,412.47,411.01,411.29,1696,971,,,,0,0
2024-11-21 17:30:00,411.12,411.62,410.58,410.82,1938,1250,,,,0,0
2024-11-21 17:35:00,410.76,411.33,410.28,410.39,1854,879,,,,0,0
2024-11-21 17:40:00,410.38,411.64,410.37,411.33,1408,768,,,,0,0
2024-11-21 17:45:00,411.39,412.63,411.39,412.6,1482,598,,,,0,0
2024-11-21 17:50:00,412.5,413.12,412.12,413.12,1366,725,,,,0,0
2024-11-21 17:55:00,413.21,414.08,413.15,413.78,1589,718,,,,0,0
2024-11-21 18:00:00,413.84,414.44,413.68,414.17,1296,656,,,,0,0
2024-11-21 18:05:00,414.21,414.94,413.8,414.09,904,537,,,,0,0
2024-11-21 18:10:00,414.12,414.65,413.94,414.6,1233,515,,,,0,0
2024-11-21 18:15:00,414.54,414.56,414.06,414.24,892,496,,,,0,0
2024-11-21 18:20:00,414.3,415.24,414.18,415.15,1575,572,,,,0,0
2024-11-21 18:25:00,415.13,415.6,414.72,415.52,1446,555,,,,0,0
2024-11-21 18:30:00,415.53,415.6,414.67,414.95,753,474,,,,0,0
2024-11-21 18:35:00,414.87,414.87,413.5,413.57,809,497,,,,0,0
2024-11-21 18:40:00,413.58,414.06,413.56,413.66,522,330,,,,0,0
2024-11-21 18:45:00,413.6,413.78,412.67,413.02,1038,581,,,,0,0
2024-11-21 18:50:00,413.02,413.3,412.87,412.87,843,598,,,,0,0
2024-11-21 18:55:00,412.87,413.12,412.68,412.93,709,432,,,,0,0
2024-11-21 19:00:00,412.91,413.03,411.88,411.88,927,522,,,,0,0
2024-11-21 19:05:00,411.88,412.35,411.78,412.3,856,609,,,,0,0
2024-11-21 19:10:00,412.27,413.36,412.27,413.31,913,523,,,,0,0
2024-11-21 19:15:00,413.31,413.59,413.08,413.34,391,264,,,,0,0
2024-11-21 19:20:00,413.38,413.79,413.01,413.62,656,375,,,,0,0
2024-11-21 19:25:00,413.62,414.66,413.47,414.24,770,438,,,,0,0
2024-11-21 19:30:00,414.25,414.95,414.19,414.93,487,294,,,,0,0
2024-11-21 19:35:00,414.94,415.01,414.56,414.66,455,321,,,,0,0
2024-11-21 19:40:00,414.72,415.61,414.64,415.47,773,435,,,,0,0
2024-11-21 19:45:00,415.51,415.94,415.44,415.54,859,530,,,,0,0
2024-11-21 19:50:00,415.52,415.88,415.45,415.54,578,353,,,,0,0
2024-11-21 19:55:00,415.5,415.56,414.9,415.01,678,403,,,,0,0
2024-11-21 20:00:00,415.04,415.25,414.7,415.25,473,301,,,,0,0
2024-11-21 20:05:00,415.23,415.6,415.18,415.41,631,421,,,,0,0
2024-11-21 20:10:00,415.45,415.8,415.35,415.45,875,443,,,,0,0
2024-11-21 20:15:00,415.56,415.73,414.93,415.02,623,363,,,,0,0
2024-11-21 20:20:00,415.01,415.41,414.82,415.31,294,218,,,,0,0
2024-11-21 20:25:00,415.31,415.5,414.98,415.45,455,251,,,,0,0
2024-11-21 20:30:00,415.45,415.98,415.36,415.48,755,349,,,,0,0
2024-11-21 20:35:00,415.5,415.52,414.07,414.08,1110,726,,,,0,0
2024-11-21 20:40:00,414.14,414.56,413.94,414.53,708,512,,,,0,0
2024-11-21 20:45:00,414.51,414.51,413.79,413.79,582,367,,,,0,0
2024-11-21 20:50:00,413.78,413.99,413.11,413.69,1516,958,,,,0,0
2024-11-21 20:55:00,413.71,413.8,413.26,413.72,1052,701,,,,0,0
2024-11-21 21:00:00,413.7,414.48,413.43,413.45,1361,1000,,,,0,0
2024-11-21 21:05:00,413.44,413.57,412.35,412.59,1154,659,,,,0,0
2024-11-21 21:10:00,412.63,413.14,412.35,412.84,955,602,,,,0,0
2024-11-21 21:15:00,412.84,413.43,412.72,412.87,1176,734,,,,0,0
2024-11-21 21:20:00,412.87,413.33,412.72,413.13,601,408,,,,0,0
2024-11-21 21:25:00,413.1,413.2,412.73,412.83,963,567,,,,0,0
2024-11-21 21:30:00,412.83,413.0,412.52,412.95,721,389,,,,0,0
2024-11-21 21:35:00,412.95,413.34,412.77,413.32,799,463,,,,0,0
2024-11-21 21:40:00,413.3,413.44,413.0,413.14,582,361,,,,0,0
2024-11-21 21:45:00,413.14,413.17,412.76,412.93,593,433,,,,0,0
2024-11-21 21:50:00,412.92,412.94,412.53,412.86,720,531,,,,0,0
2024-11-21 21:55:00,412.84,412.94,412.57,412.87,656,494,,,,0,0
2024-11-21 22:00:00,412.85,413.2,412.79,413.06,922,579,,,,0,0
2024-11-21 22:05:00,413.06,413.48,412.88,413.35,1058,521,,,,0,0
2024-11-21 22:10:00,413.31,413.77,413.25,413.65,641,342,,,,0,0
2024-11-21 22:15:00,413.62,413.8,413.54,413.78,418,284,,,,0,0
2024-11-21 22:20:00,413.8,413.99,413.5,413.79,684,517,,,,0,0
2024-11-21 22:25:00,413.79,413.87,413.6,413.76,798,558,,,,0,0
2024-11-21 22:30:00,413.76,413.77,413.41,413.46,583,411,,,,0,0
2024-11-21 22:35:00,413.44,413.76,413.23,413.45,609,415,,,,0,0
2024-11-21 22:40:00,413.5,413.73,413.2,413.7,697,474,,,,0,0
2024-11-21 22:45:00,413.67,414.12,413.6,414.06,1119,637,,,,0,0
2024-11-21 22:50:00,414.04,414.48,413.91,414.11,1588,1129,,,,0,0
2024-11-21 22:55:00,413.64,414.05,412.8,412.83,6311,3786,,,,0,0
2024-11-22 16:30:00,411.02,412.84,411.02,412.81,4807,1408,,,,0,0
2024-11-22 16:35:00,412.68,414.52,412.52,414.27,2186,1340,,,,0,0
2024-11-22 16:40:00,414.29,415.62,414.1,415.41,2020,987,,,,0,0
2024-11-22 16:45:00,415.52,415.6,414.33,414.7,1591,981,,,,0,0
2024-11-22 16:50:00,414.67,414.71,413.11,413.64,1454,806,,,,0,0
2024-11-22 16:55:00,413.69,414.84,413.34,414.8,1002,583,,,,0,0
2024-11-22 17:00:00,414.5,414.66,413.56,413.66,1298,680,,,,0,0
2024-11-22 17:05:00,413.62,413.73,412.77,412.9,1211,695,,,,0,0
2024-11-22 17:10:00,412.94,413.51,412.22,413.18,1332,741,,,,0,0
2024-11-22 17:15:00,413.08,413.2,412.51,412.59,597,380,,,,0,0
2024-11-22 17:20:00,412.66,413.09,412.1,412.96,1107,542,,,,0,0
2024-11-22 17:25:00,412.89,412.9,411.66,411.91,760,500,,,,0,0
2024-11-22 17:30:00,411.96,412.49,411.75,412.12,590,396,,,,0,0
2024-11-22 17:35:00,412.11,413.4,412.06,413.33,1200,649,,,,0,0
2024-11-22 17:40:00,413.3,413.8,413.09,413.53,1104,541,,,,0,0
2024-11-22 17:45:00,413.61,413.9,413.02,413.11,917,488,,,,0,0
2024-11-22 17:50:00,413.15,413.59,413.06,413.35,584,309,,,,0,0
2024-11-22 17:55:00,413.32,413.39,412.99,413.24,485,262,,,,0,0
2024-11-22 18:00:00,413.29,413.46,412.74,412.87,593,405,,,,0,0
2024-11-22 18:05:00,412.87,413.1,412.72,412.77,526,315,,,,0,0
2024-11-22 18:10:00,412.81,412.96,412.29,412.47,677,419,,,,0,0
2024-11-22 18:15:00,412.44,412.6,412.18,412.39,677,417,,,,0,0
2024-11-22 18:20:00,412.34,412.79,411.87,412.66,930,580,,,,0,0
2024-11-22 18:25:00,412.59,413.05,412.09,413.05,654,413,,,,0,0
2024-11-22 18:30:00,412.95,413.09,412.34,412.56,988,526,,,,0,0
2024-11-22 18:35:00,412.54,413.29,412.45,413.24,909,393,,,,0,0
2024-11-22 18:40:00,413.2,413.42,412.53,412.59,691,485,,,,0,0
2024-11-22 18:45:00,412.6,412.96,412.27,412.91,895,538,,,,0,0
2024-11-22 18:50:00,412.94,413.97,412.66,413.95,1263,514,,,,0,0
2024-11-22 18:55:00,413.85,413.92,413.57,413.6,589,326,,,,0,0
2024-11-22 19:00:00,413.56,413.68,413.27,413.63,431,291,,,,0,0
2024-11-22 19:05:00,413.67,413.8,413.27,413.64,644,335,,,,0,0
2024-11-22 19:10:00,413.6,414.47,413.54,414.2,993,586,,,,0,0
2024-11-22 19:15:00,414.25,414.38,413.93,414.21,518,356,,,,0,0
2024-11-22 19:20:00,414.21,414.58,413.89,413.95,584,374,,,,0,0
2024-11-22 19:25:00,413.95,414.15,413.83,414.11,555,336,,,,0,0
2024-11-22 19:30:00,414.16,414.28,413.59,413.91,530,331,,,,0,0
2024-11-22 19:35:00,413.87,414.04,413.35,413.46,443,270,,,,0,0
2024-11-22 19:40:00,413.47,413.72,413.33,413.63,472,296,,,,0,0
2024-11-22 19:45:00,413.6,413.84,413.49,413.8,571,315,,,,0,0
2024-11-22 19:50:00,413.84,414.75,413.79,414.67,1364,444,,,,0,0
2024-11-22 19:55:00,414.66,414.94,414.37,414.51,650,438,,,,0,0
2024-11-22 20:00:00,414.48,414.9,414.37,414.8,543,381,,,,0,0
2024-11-22 20:05:00,414.78,414.99,414.69,414.91,607,405,,,,0,0
2024-11-22 20:10:00,414.89,415.24,414.73,414.73,806,474,,,,0,0
2024-11-22 20:15:00,414.76,414.95,414.52,414.54,400,269,,,,0,0
2024-11-22 20:20:00,414.54,414.95,414.35,414.87,354,254,,,,0,0
2024-11-22 20:25:00,414.87,414.96,414.48,414.6,455,262,,,,0,0
2024-11-22 20:30:00,414.59,415.2,414.54,415.14,649,350,,,,0,0
2024-11-22 20:35:00,415.14,415.19,414.58,414.75,597,423,,,,0,0
2024-11-22 20:40:00,414.71,414.94,414.42,414.72,797,342,,,,0,0
2024-11-22 20:45:00,414.71,414.88,414.5,414.52,385,246,,,,0,0
2024-11-22 20:50:00,414.55,414.69,414.35,414.68,558,401,,,,0,0
2024-11-22 20:55:00,414.65,414.9,414.47,414.58,361,266,,,,0,0
2024-11-22 21:00:00,414.59,414.62,414.36,414.41,385,266,,,,0,0
2024-11-22 21:05:00,414.41,414.79,414.33,414.71,506,367,,,,0,0
2024-11-22 21:10:00,414.74,415.09,414.52,415.0,525,321,,,,0,0
2024-11-22 21:15:00,415.02,415.02,414.37,414.74,588,408,,,,0,0
2024-11-22 21:20:00,414.65,414.95,414.54,414.8,630,332,,,,0,0
2024-11-22 21:25:00,414.77,414.96,414.55,414.58,795,421,,,,0,0
2024-11-22 21:30:00,414.56,414.68,414.23,414.34,765,537,,,,0,0
2024-11-22 21:35:00,414.36,414.6,414.3,414.52,1721,730,,,,0,0
2024-11-22 21:40:00,414.5,414.56,414.13,414.44,647,408,,,,0,0
2024-11-22 21:45:00,414.43,414.65,414.32,414.58,322,242,,,,0,0
2024-11-22 21:50:00,414.56,414.93,414.49,414.88,396,245,,,,0,0
2024-11-22 21:55:00,414.89,415.27,414.86,415.03,760,438,,,,0,0
2024-11-22 22:00:00,415.04,415.13,414.62,414.8,1008,612,,,,0,0
2024-11-22 22:05:00,414.78,415.1,414.75,414.77,466,316,,,,0,0
2024-11-22 22:10:00,414.79,414.79,414.28,414.36,747,487,,,,0,0
2024-11-22 22:15:00,414.35,414.89,414.26,414.74,631,345,,,,0,0
2024-11-22 22:20:00,414.71,414.76,414.35,414.69,562,391,,,,0,0
